spelling_accuracy,grammatical_accuracy,percentage_of_corrections,percentage_of_phonetic_accuraccy,presence_of_dyslexia
97.38903394255874,84.50704225352112,15.492957746478872,97.99019344414882,1
90.10989010989012,68.18181818181819,31.818181818181817,93.05841166731658,1
93.88646288209608,83.6734693877551,16.3265306122449,95.79591612106064,1
90.2439024390244,58.18181818181818,41.81818181818181,93.017021663708,1
90.0,79.16666666666666,20.833333333333336,92.02539118591878,1
90.26845637583892,65.07936507936508,34.92063492063492,94.74116895633117,1
93.26923076923076,52.38095238095239,47.61904761904761,94.61868686868688,1
97.71689497716896,80.0,20.0,98.83715601524304,1
92.7536231884058,81.25,18.75,94.56969696969696,1
94.16909620991254,81.29496402877699,18.705035971223023,96.03603152779884,1
96.140350877193,83.33333333333334,16.666666666666664,96.90195857606004,1
94.23076923076924,85.18518518518519,14.814814814814811,96.33176883176884,1
92.15686274509804,86.11111111111111,13.88888888888889,95.35148371980056,1
94.311377245509,80.28169014084507,19.718309859154928,97.8702894775255,1
95.31914893617022,80.48780487804879,19.51219512195122,96.954351346424,1
91.62011173184358,68.57142857142857,31.428571428571427,92.73731477323754,1
95.65217391304348,83.33333333333334,16.666666666666664,96.78138109197192,1
88.23529411764706,72.72727272727273,27.27272727272727,90.91908091908093,1
94.32314410480348,85.81560283687944,14.184397163120568,96.25353069370222,1
94.55252918287935,87.75510204081633,12.244897959183673,96.30986852847664,1
94.0677966101695,81.25,18.75,94.50889475108228,1
92.6829268292683,76.31578947368422,23.684210526315788,95.26426435487171,1
92.81767955801104,65.71428571428571,34.285714285714285,96.52344616065662,1
88.0503144654088,50.0,50.0,90.1963301997972,1
97.87234042553192,98.0392156862745,1.96078431372549,98.44385380590316,1
92.7536231884058,76.47058823529412,23.52941176470588,94.83077817373064,1
89.3048128342246,80.95238095238095,19.047619047619047,93.2126055979092,1
92.3076923076923,60.60606060606061,39.39393939393939,93.96393280632412,1
87.13826366559485,36.0655737704918,63.934426229508205,92.37984889398032,1
93.6206896551724,73.04347826086956,26.956521739130437,95.99220881661782,1
95.8974358974359,89.51612903225806,10.483870967741936,97.34265548266666,1
88.21656050955414,34.210526315789465,65.78947368421053,91.96887513314115,1
92.2671353251318,84.84848484848484,15.151515151515152,94.76221091590504,1
87.89473684210526,50.0,50.0,92.41723732414164,1
87.0,63.04347826086957,36.95652173913043,90.52703553756186,1
86.73218673218673,44.11764705882353,55.88235294117647,88.91532154300168,1
95.0,62.5,37.5,98.42324132124143,1
88.75,75.0,25.0,92.37687264003054,1
86.8421052631579,52.94117647058824,47.05882352941176,91.60727558604916,1
97.196261682243,90.9090909090909,9.090909090909092,97.77077573589202,1
88.67924528301887,48.38709677419355,51.61290322580645,91.56758444018686,1
91.2536443148688,68.65671641791045,31.343283582089555,93.87020462086797,1
91.72259507829978,74.77477477477478,25.225225225225223,94.66024021104236,1
95.50561797752808,73.1958762886598,26.804123711340207,97.63834730554277,1
91.24087591240875,58.18181818181818,41.81818181818181,93.42366876527836,1
90.6040268456376,65.0,35.0,93.84629683157512,1
93.83561643835615,74.71264367816092,25.287356321839084,95.65058751065742,1
98.73949579831933,83.33333333333334,16.666666666666664,99.2272094241964,0
99.22879177377892,85.13513513513513,14.864864864864863,99.2572132557642,0
99.71509971509973,87.14285714285714,12.857142857142856,99.743603885161,0
98.08743169398907,82.27848101265822,17.72151898734177,98.91831131831132,0
99.51100244498777,92.64705882352942,7.352941176470589,99.7589368104594,0
99.42196531791907,81.69014084507043,18.30985915492958,99.64754333857474,0
98.78048780487804,90.47619047619048,9.523809523809524,98.76234478840222,0
98.2608695652174,85.04672897196261,14.95327102803738,98.50742561175414,0
97.80564263322884,83.07692307692307,16.923076923076923,98.59132912235556,0
97.87985865724382,87.09677419354838,12.903225806451612,98.50783226850422,0
97.18670076726342,82.5,17.5,98.50838252160754,0
98.19277108433737,82.6086956521739,17.391304347826086,98.459940114291,0
97.76536312849164,90.0,10.0,98.7994850213226,0
98.49397590361446,82.85714285714285,17.142857142857142,98.91122236470076,0
99.63503649635037,87.14285714285714,12.857142857142856,99.71973554582252,0
98.98648648648648,87.93103448275862,12.06896551724138,99.02887353874196,0
98.71794871794872,82.95454545454545,17.045454545454543,99.07392811530742,0
97.89156626506023,84.84848484848484,15.151515151515152,98.42874072941356,0
98.8262910798122,98.52941176470588,1.4705882352941175,99.34104539624693,0
97.14285714285714,85.55555555555556,14.444444444444445,97.91619137865814,0
98.25072886297376,85.71428571428572,14.285714285714285,98.67666123830509,0
98.48942598187313,80.82191780821918,19.17808219178082,98.42367669182435,0
98.9159891598916,97.1830985915493,2.8169014084507045,98.99504363100236,0
99.68354430379746,95.0,5.0,99.71479861569338,0
98.35164835164836,90.0,10.0,98.80551497602404,0
98.32869080779945,85.71428571428572,14.285714285714285,98.74515410395308,0
98.47826086956522,97.1830985915493,2.8169014084507045,98.6170122981176,0
98.30985915492958,77.90697674418605,22.093023255813957,99.24739675367498,0
98.25918762088976,85.41666666666666,14.583333333333334,98.91297235075304,0
98.3651226158038,87.32394366197182,12.676056338028168,98.81673193522056,0
96.61016949152544,80.88235294117648,19.11764705882353,97.64630982849329,0
98.65470852017935,83.9506172839506,16.049382716049383,99.35801767676767,0
97.65395894428153,84.72222222222221,15.27777777777778,97.97058658626634,0
99.0074441687345,91.89189189189187,8.108108108108109,99.26757233367572,0
99.12280701754386,86.66666666666667,13.333333333333334,99.40719941306936,0
97.99107142857144,90.66666666666666,9.333333333333334,98.0803159236933,0
98.0169971671388,87.5,12.5,98.64903190742082,0
97.52808988764043,90.14084507042254,9.859154929577464,98.45662807482256,0
